STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/4/2000,0,0,0,42,56,28,,,,,,,,,,,,,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/5/2000,0,0,0,28,31,24,1,,,,,,,,,,,1,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/6/2000,0,0,0,33,45,21,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/7/2000,0,0,0,30,39,21,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/8/2000,0,0,0,29,39,18,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/9/2000,0,0,0,41,47,34,1,1,,,,,,,,,,1,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/10/2000,0.01,0,0,48,52,43,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/11/2000,0,0,0,41,50,31,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/12/2000,0.14,0,0,40,56,24,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/13/2000,0.14,0,0,40,54,25,1,,,,,,,1,,,,1,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/14/2000,0,0,0,23,30,15,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/15/2000,0,0,0,35,49,21,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/16/2000,0,0,0,40,53,27,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/17/2000,0.04,0.5,1,24,29,18,1,,,,,1,,,,,,1,,1,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/18/2000,0,0.1,1,26,29,22,1,,,,,,,,,,,1,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/19/2000,0.14,3.1,3,24,31,16,1,1,,,,,,,,,,1,,,,,1,,,1,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/20/2000,0.02,0.2,3,19,31,7,1,,,,,,,,1,,,1,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/21/2000,0,0,2,5,15,-5,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/22/2000,0.09,1.6,3,16,26,6,1,,,,,,,,,,,1,,,,,1,,,1,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/23/2000,0,0,3,26,31,20,1,1,,,,,,,,,,1,,,,,1,,,1,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/24/2000,0,0,3,10,20,-1,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/25/2000,0,0.1,3,9,21,-4,1,,,,,,,,,,,1,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/26/2000,0,0.1,3,14,20,7,,,,,,,,,,,,,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/27/2000,0,0,3,7,19,-5,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/28/2000,0,0,3,11,24,-2,1,,,,,,,1,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/29/2000,0.12,1.6,2,24,29,18,1,1,,,,,,,,,,1,,,1,,1,1,,1,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/30/2000,0.03,0.1,4,27,32,22,1,,,,,,,,,,,1,,,,,1,1,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",1/31/2000,0,0.2,4,27,31,23,1,,,,,,,,,,,1,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/1/2000,0,0,3,28,32,24,1,,,,,,,1,,,,1,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/2/2000,0,0,3,21,32,9,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/3/2000,0.03,0.2,2,35,41,29,1,,,1,,,,1,,,,1,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/4/2000,0.02,0.2,2,29,31,27,1,,,1,,,,,,,,1,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/5/2000,0,0,2,24,34,14,,,,,,,,,,,,,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/6/2000,0,0,1,27,37,17,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/7/2000,0,0,1,38,47,28,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/8/2000,0,0,0,33,44,22,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/9/2000,0,0,0,43,56,30,1,,,,,,,1,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/10/2000,0.26,0,0,51,61,40,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/11/2000,0.01,0,0,42,53,31,1,,,,,,,,,,,1,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/12/2000,0,0,0,35,42,28,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/13/2000,2.22,0,0,40,50,30,1,1,1,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/14/2000,0.02,0.2,0,37,43,30,1,,,,,,,,,,,1,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/15/2000,0,0,0,41,50,31,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/16/2000,0,0,0,39,50,28,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/17/2000,0.21,0,0,32,40,24,1,,,,,,,,,,,1,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/18/2000,2.38,0,0,42,50,33,1,1,1,,,,,,,,,1,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/19/2000,0.01,0,0,35,39,30,1,,,,,1,,,,,,1,,1,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/20/2000,0,0,0,35,43,26,1,,,,,,,,,,,1,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/21/2000,0,0,0,37,52,21,1,,,,,,,,,,,1,,,,,,,1,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/22/2000,0.16,0,0,49,58,39,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/23/2000,0,0,0,57,68,46,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/24/2000,0.15,0,0,58,68,47,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/25/2000,0,0,0,63,75,50,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/26/2000,0,0,0,64,73,55,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/27/2000,0.24,0,0,50,60,39,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/28/2000,0,0,0,41,56,26,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",2/29/2000,0,0,0,50,65,35,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/1/2000,0.02,0,0,51,60,41,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/2/2000,0,0,0,41,49,32,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/3/2000,0,0,0,37,46,28,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/4/2000,0,0,0,43,57,28,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/5/2000,0,0,0,50,68,32,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/6/2000,0,0,0,52,69,35,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/7/2000,0,0,0,60,77,43,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/8/2000,0,0,0,64,77,51,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/9/2000,0,0,0,57,70,43,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/10/2000,0,0,0,43,52,34,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/11/2000,0.57,0,0,33,37,28,1,,,,,,,,,,,1,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/12/2000,0,0.1,0,32,41,23,1,,,,,,,,,,,1,,,,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/13/2000,0,0,0,35,47,22,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/14/2000,0,0,0,45,58,32,,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/15/2000,0,0,0,55,68,42,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/16/2000,0.82,0,0,47,61,33,1,,,,,,,,,,,1,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/17/2000,0,0,0,34,40,28,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/18/2000,0,0,0,37,48,25,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/19/2000,0.88,0,0,49,55,42,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/20/2000,0.3,0,0,52,56,47,1,,,,,,,,,1,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/21/2000,0,0,0,46,56,35,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/22/2000,0,0,0,48,60,36,1,,,,,,,1,,,,1,,,,,,,1,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/23/2000,0,0,0,51,63,39,1,,,,,,,1,,,,1,,,,,,,1,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/24/2000,0,0,0,62,76,47,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/25/2000,0,0,0,59,69,49,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/26/2000,0,0,0,50,64,35,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/27/2000,0.32,0,0,49,56,42,1,,1,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/28/2000,0.43,0,0,40,45,35,1,,1,1,1,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/29/2000,0,0,0,43,55,31,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/30/2000,0,0,0,45,55,35,1,,,,,,,1,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",3/31/2000,0,0,0,45,60,30,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/1/2000,0.05,0,0,52,70,34,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/2/2000,0.79,0,0,57,60,54,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/3/2000,0.83,0,0,55,61,48,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/4/2000,0.14,0.2,0,40,48,33,1,,,,,,,1,,,,1,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/5/2000,0,0,0,44,56,31,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/6/2000,0,0,0,55,62,48,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/7/2000,1.11,0,0,57,67,47,1,,1,,,,,,,,1,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/8/2000,0.03,0,0,42,53,31,1,,,,,,,,,,,1,,,1,,1,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/9/2000,0,0,0,41,58,23,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/10/2000,0,0,0,51,61,40,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/11/2000,0.06,0,0,49,55,42,1,,,,,,,,,,,1,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/12/2000,0,0,0,42,49,35,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/13/2000,0,0,0,48,61,34,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/14/2000,0,0,0,56,70,42,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/15/2000,0,0,0,61,75,47,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/16/2000,0,0,0,61,72,49,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/17/2000,0.23,0,0,55,64,46,1,,1,,,,,,,,,1,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/18/2000,0,0,0,53,61,44,1,,,,,,,1,,,,1,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/19/2000,0,0,0,60,68,52,1,,,,,,,1,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/20/2000,0.83,0,0,67,80,53,1,,1,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/21/2000,0.18,0,0,48,54,41,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/22/2000,0,0,0,52,62,41,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/23/2000,0.01,0,0,50,65,34,1,,,,,,,,,,,1,,,1,,,,1,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/24/2000,0.01,0,0,55,59,51,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/25/2000,0,0,0,55,67,42,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/26/2000,0,0,0,49,62,35,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/27/2000,0,0,0,52,69,35,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/28/2000,0,0,0,55,69,40,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/29/2000,0,0,0,55,70,39,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",4/30/2000,0,0,0,59,74,43,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/1/2000,0.17,0,0,61,74,48,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/2/2000,0.07,0,0,60,71,49,1,,,,,,,1,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/3/2000,0.53,0,0,65,79,51,1,,1,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/4/2000,0,0,0,68,77,59,1,,,,,,,1,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/5/2000,0,0,0,70,82,58,1,,,,,,,1,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/6/2000,0.02,0,0,71,84,57,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/7/2000,0.11,0,0,71,83,59,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/8/2000,0,0,0,75,83,67,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/9/2000,0.52,0,0,73,83,63,1,,1,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/10/2000,0.07,0,0,60,70,50,1,,1,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/11/2000,0,0,0,66,81,50,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/12/2000,0,0,0,77,81,73,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/13/2000,0.65,0,0,63,75,50,1,,1,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/14/2000,0,0,0,51,63,39,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/15/2000,0,0,0,56,71,41,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/16/2000,0.15,0,0,60,72,48,1,,1,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/17/2000,0.46,0,0,67,78,56,1,,1,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/18/2000,0,0,0,72,79,65,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/19/2000,0,0,0,69,78,59,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/20/2000,0,0,0,57,60,54,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/21/2000,0,0,0,60,67,53,1,,,,,,,1,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/22/2000,0.11,0,0,63,74,51,1,,,,,,,1,,,,1,,,1,,,,1,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/23/2000,0.18,0,0,69,76,61,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/24/2000,0,0,0,74,85,62,1,,,,,,,,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/25/2000,0,0,0,64,74,54,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/26/2000,0,0,0,61,75,47,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/27/2000,1.87,0,0,69,76,62,1,,1,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/28/2000,0.3,0,0,64,70,58,1,,,,,,,,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/29/2000,0,0,0,61,67,54,1,,,,,,,,,,,1,,,1,,,,1,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/30/2000,0,0,0,61,72,50,1,,,,,,,1,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/31/2000,0,0,0,73,85,61,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/1/2000,0,0,0,74,86,62,1,,,,,,,1,,,,1,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/2/2000,0.01,0,0,74,88,60,1,,1,,,,,1,,,,1,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/3/2000,0,0,0,62,72,52,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/4/2000,0,0,0,64,76,52,,,,,,,,,,,,,,,1,,,,,,
